IPL	SignalType	--------	Frequency-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------	-------------	PRI	---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------	-----PW----	-----	AntScan	--------	DeleteTime	ThreatLevel	AutoWarning	EmitterNotation	EmitterName	Category	ThreatERP	PlatformNo	PlatformName1	PlatformNo	PlatformName2	PlatformNo	PlatformName3	PlatformNo	PlatformName4	PlatformNo	PlatformName5																																																																												
3864	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D867Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3865	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D868Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3866	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D869Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3867	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D870Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3868	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D871Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3869	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D872Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3870	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D873Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3871	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D874Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3872	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D875Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3873	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D876Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3874	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D877Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3875	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D878Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3876	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D879Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3877	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D880Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3878	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D881Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3879	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D882Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3880	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D883Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3881	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D884Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3882	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D885Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3883	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D886Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3884	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D887Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3885	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D888Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3886	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D889Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3887	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D890Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3888	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D891Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3889	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D892Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3890	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D893Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3891	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D894Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3892	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D895Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3893	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D896Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3894	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D897Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3895	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D898Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3896	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D899Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3897	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D900Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3898	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D901Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3899	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D902Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3900	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D903Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3901	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D904Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3902	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D905Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3903	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D906Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3904	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D907Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3905	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D908Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3906	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D909Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3907	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D910Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3908	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D911Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3909	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D912Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3910	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D913Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3911	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D914Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3912	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D915Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3913	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D916Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3914	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D917Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3915	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D918Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3916	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D919Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3917	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D920Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3918	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D921Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3919	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D922Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3920	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D923Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3921	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D924Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3922	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D925Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
3923	1	1	14900000	15100000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	299000	301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1100	5	0	0	40	5	1	D926Z	m2_fswm	3	100	5	..	5	..	5	..	5	..	5	..
